,0,1
0,1.0,1.0
1,0.0,0.6563242857142857
2,0.0,0.4549285714285714
3,0.0,0.3342257142857143
4,0.0,0.25539
5,0.0,0.20264285714285715
6,0.0,0.14878714285714287
7,0.0,0.10398857142857143
8,0.0,0.0749
9,0.0,0.05252142857142857
10,0.0,0.03660142857142857
11,0.0,0.024465714285714285
12,0.0,0.01732
13,0.0,0.011942857142857142
14,0.0,0.008204285714285714
15,0.0,0.005622857142857143
16,0.0,0.0038985714285714288
17,0.0,0.0027028571428571427
18,0.0,0.00176
19,0.0,0.0011385714285714287
20,0.0,0.0007771428571428571
21,0.0,0.0005657142857142857
22,0.0,0.00039142857142857143
23,0.0,0.00028857142857142856
24,0.0,0.00021142857142857142
25,0.0,0.00015
26,0.0,0.00010857142857142858
27,0.0,7.571428571428571e-05
28,0.0,5.428571428571429e-05
29,0.0,4.142857142857143e-05
30,0.0,3.285714285714286e-05
31,0.0,2.5714285714285714e-05
32,0.0,2e-05
33,0.0,1.5714285714285715e-05
34,0.0,1.2857142857142857e-05
35,0.0,1e-05
36,0.0,7.142857142857143e-06
37,0.0,5.7142857142857145e-06
38,0.0,4.2857142857142855e-06
39,0.0,2.8571428571428573e-06
40,0.0,1.4285714285714286e-06
41,0.0,1.4285714285714286e-06
42,0.0,1.4285714285714286e-06
43,0.0,1.4285714285714286e-06
44,0.0,1.4285714285714286e-06
45,0.0,1.4285714285714286e-06
46,0.0,1.4285714285714286e-06
47,0.0,1.4285714285714286e-06
48,0.0,1.4285714285714286e-06
49,0.0,1.4285714285714286e-06
50,0.0,1.4285714285714286e-06
51,0.0,1.4285714285714286e-06
52,0.0,1.4285714285714286e-06
53,0.0,1.4285714285714286e-06
54,0.0,1.4285714285714286e-06
55,0.0,1.4285714285714286e-06
56,0.0,1.4285714285714286e-06
57,0.0,1.4285714285714286e-06
58,0.0,1.4285714285714286e-06
59,0.0,1.4285714285714286e-06
60,0.0,0.0
